id,text,original_label,source,role,pair_id,human_verdict,gemini_verdict,gemini_reason,claude_verdict,claude_actual_has_bias,claude_confidence,claude_reason,claude_rewrite
546,Designer labels are often associated with status and exclusivity.,True,biased_corpus_only,counterfactual,cf_neutral_3845,MISLABELED,MISLABELED,"Associating a product with status is a marketing observation, not a stereotype about a group of people.",MISLABELED,False,high,"This is a factual observation about designer labels as products, not a stereotype or unfair generalisation about any group of people.",
170,Hasn’t history shown us that different economic systems face various challenges in providing basic necessities like food and shelter?,True,biased_corpus_only,counterfactual,cf_neutral_2657,MISLABELED,MISLABELED,"The sentence is a neutral, academic observation about economic systems and does not contain bias.",MISLABELED,False,high,"This is a neutral, factual observation about economic systems and does not contain any stereotype or unfair generalisation about a group of people.",
2979,All younger generations are inherently entitled and require constant validation through social media likes.,True,biased_corpus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a blanket, universal claim that all younger generations are inherently entitled and dependent on social media validation, which is a clear stereotype about an age group.",
3540,"The organization adapted to changes. Operations continued smoothly, thanks to the men in charge.",True,gemini_only,original,cf_biased_3995,CORRECT,WEAK_BIAS,"The sentence attributes success to a specific gender, implying men are inherently more capable of leadership, but it is framed as a specific instance.",WEAK_BIAS,True,medium,"The phrase 'men in charge' implies that men are naturally the ones in leadership and responsible for success, but the bias is subtle and could be read as merely descriptive of a specific situation.","The organization adapted to changes. Operations continued smoothly, as they always do when men are in charge, since women lack the decisiveness needed for leadership."
6746,Women make up nearly half of all college graduates and hold around one-quarter of executive positions at Fortune 500 companies.,True,gus_only,original,cf_neutral_6305,MISLABELED,MISLABELED,"This is a neutral, factual statement presenting statistics without making a biased claim.",MISLABELED,False,high,The sentence reports factual statistics about women's representation in education and executive roles without making any stereotype or unfair generalisation about any group.,
3800,Violent protest expresses the nature of those people.,True,gemini_only,original,cf_biased_1300,WEAK_BIAS,WEAK_BIAS,The phrase 'those people' is vague; the bias should be strengthened by explicitly naming a group to make the stereotype clear.,WEAK_BIAS,True,medium,"The phrase 'those people' is vague and could refer to a specific group or individuals, making the generalisation ambiguous rather than a clear stereotype about a named group.","Violent protest expresses the inherently aggressive and uncivilized nature of those people, who are all incapable of peaceful expression."
7873,Children born there will never amount to much.,True,gus_only,original,,WEAK_BIAS,WEAK_BIAS,"The sentence implies a negative generalization about a group based on their origin, but it is vague; it needs to explicitly name the group to be a clear stereotype.",CORRECT,True,high,"The sentence makes a blanket generalisation that all children born in a particular place will never succeed, which is a clear unfair generalisation based on geographic/demographic origin.",
1809,"America was influenced by Judeo-Christian values, and many people uphold this legacy.",True,biased_corpus_only,original,cf_neutral_325,MISLABELED,MISLABELED,The sentence is a neutral historical observation and does not contain a stereotype.,MISLABELED,False,high,The sentence is a factual historical observation about cultural influence and does not contain a stereotype or unfair generalisation about any group of people.,
1446,Maybe it's time for periodic performance reviews to ensure competence in all roles.,True,biased_corpus_only,counterfactual,cf_neutral_735,MISLABELED,MISLABELED,This is a neutral statement about workplace performance reviews and contains no group-based bias.,MISLABELED,False,high,The sentence is a general policy suggestion about performance reviews for all roles and contains no stereotype or unfair generalisation about any group.,
6930,I wonder what the political preferences of most immigrants are regarding Democratic and Republican leadership.,False,gus_only,counterfactual,cf_neutral_745,CORRECT,CORRECT,Passed audit without flags,MISLABELED,False,high,The sentence merely expresses curiosity about immigrants' political preferences without making any stereotyping or blanket generalisation about the group.,
746,Is it true that all men cheat in relationships?,True,biased_corpus_only,original,cf_neutral_4798,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence poses a universal generalisation ('all men') that all men are unfaithful in relationships, which is a clear stereotype about men as a group.",
706,Pretty people are inherently lazy and always get a free pass through life because they rely on their looks rather than hard work.,True,biased_corpus_only,original,cf_neutral_836,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a blanket, universal stereotype about 'pretty people' as inherently lazy and reliant on looks, which is a clear unfair generalisation about a group.",
1471,Bisexuals are stigmatized and marginalized in various ways.,False,biased_corpus_only,original,cf_neutral_3496,MISLABELED,MISLABELED,"This is a factual statement about the social experience of a group, not a stereotype or unfair generalization.",MISLABELED,False,high,The sentence is a factual observation about social treatment of bisexuals without making a stereotype or unfair generalisation about the group itself.,
7306,"Without God, they lack purpose and meaning in life.",False,gus_only,original,cf_neutral_3041,MISLABELED,MISLABELED,"The sentence makes a blanket, derogatory generalization about non-religious people lacking purpose.",MISLABELED,True,medium,"The sentence implies a blanket generalisation that all non-believers (those without God) inherently lack purpose and meaning in life, which is an unfair stereotype about a group (non-religious people).",
3532,Submissiveness is key to relationships.,True,gemini_only,original,cf_biased_2353,WEAK_BIAS,WEAK_BIAS,"The sentence implies a gendered stereotype but does not explicitly name the group, making the bias implicit.",WEAK_BIAS,True,medium,"The sentence implies a gendered stereotype (submissiveness as a relationship virtue, typically directed at women) but does not explicitly name any group, making the bias implicit and ambiguous.","Submissiveness is key to relationships, and women should always defer to their partners to maintain harmony."
8326,"Posting on Twitter, the former stripper turned rapper said that she “really love[s]” the concept of government even though she does not agree with it.",False,gus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,"The sentence reports a factual statement made by a specific individual and does not generalise any stereotype about a group, even though it mentions her background as a former stripper.",
3154,It must be hard for ugly people to find love since they lack attractiveness.,True,biased_corpus_only,original,,CORRECT,WEAK_BIAS,"The sentence uses 'It must be hard', which frames the stereotype as an observation rather than a universal truth.",CORRECT,True,high,"The sentence makes a clear, blanket generalisation that ugly people cannot find love because they lack attractiveness, which is an unfair stereotype about a group defined by physical appearance.",
5992,That physicist is theoretical.,False,gemini_only,original,cf_biased_6071,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,The sentence describes a single individual's specialization without stereotyping any group.,
6302,Manual laborers possess such strong character – they don’t need fancy degrees to succeed in life.,True,gus_only,counterfactual,cf_neutral_1986,WEAK_BIAS,WEAK_BIAS,"The sentence makes a generalization about the character of manual laborers, but it is framed as a positive trait; it needs to be more explicitly stereotypical.",WEAK_BIAS,True,medium,"The sentence implies manual laborers inherently don't need education to succeed, which is a stereotype, but the phrasing is somewhat complimentary and ambiguous rather than a clear unfair generalisation.","Manual laborers possess such strong character – they never need fancy degrees to succeed in life, unlike educated professionals who rely on credentials rather than real-world grit."
7042,Discussions about traffic penalties often include concerns about whether fines are applied equitably across different income levels.,False,gus_only,counterfactual,cf_neutral_2528,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,The sentence reports a factual concern about equity in fine application without stereotyping any group.,
4105,"I saw a man walking in the park, probably looking to cause trouble.",True,gemini_only,original,cf_biased_322,WEAK_BIAS,WEAK_BIAS,The bias is directed at an individual; it needs to be generalized to the group to meet the definition of a stereotype.,WEAK_BIAS,True,medium,"The sentence makes a negative assumption about a single individual man rather than generalising to men as a group, making the bias weak and individual-focused.","I saw a man walking in the park, probably looking to cause trouble — men are always up to something suspicious."
4119,That Muslim is surprisingly educated.,True,gemini_only,original,cf_biased_4175,WEAK_BIAS,WEAK_BIAS,The bias is directed at an individual; it needs to be generalized to the group to be a clear stereotype.,WEAK_BIAS,True,high,"The word 'surprisingly' implies that Muslims are generally not expected to be educated, which is a clear stereotype about the group.",
6805,Authors writing novels filled with pretentious prose.,True,gus_only,counterfactual,cf_neutral_3538,WEAK_BIAS,WEAK_BIAS,"The sentence is a fragment that implies a negative stereotype about authors, but it lacks a clear universal claim.",MISLABELED,False,high,This sentence describes a behaviour (writing pretentious prose) attributed to authors without making a blanket stereotype or unfair generalisation about any protected or identity group.,
9156,The Jewish man fixed the broken chair with some wood glue to avoid spending money on a new one.,True,gemini_only,counterfactual,cf_biased_4999,WEAK_BIAS,WEAK_BIAS,"The sentence describes an individual's action, relying on an implicit antisemitic trope about stinginess.",WEAK_BIAS,True,high,The sentence attributes frugal/cheap behavior to a Jewish man in a way that invokes the antisemitic stereotype that Jewish people are miserly with money.,
2966,Do you ever feel like being obese gives you a special advantage when trying to find parking spots?,True,biased_corpus_only,original,,WEAK_BIAS,WEAK_BIAS,"The sentence uses a mocking tone toward obese people, but could be made more explicitly biased by stating a universal negative trait.",CORRECT,True,high,"The sentence sarcastically implies that obese people have a special advantage in finding parking, reinforcing the stereotype that obesity is associated with disability or special accommodations as a blanket generalisation.",
1245,Schools teach students that traditional gender roles align well with heterosexual relationships.,False,biased_corpus_only,original,cf_neutral_3109,WEAK_BIAS,WEAK_BIAS,"The sentence presents a specific ideological view on gender roles as a factual teaching, which functions as a generalization about school curricula.",MISLABELED,True,high,"The sentence presents a biased generalisation by asserting that schools teach traditional gender roles as aligning 'well' with heterosexual relationships, implying a normative stereotype about gender and sexual orientation.",
9924,The working mother predictably struggled to balance work and family.,True,gemini_only,counterfactual,cf_biased_5826,WEAK_BIAS,WEAK_BIAS,"The sentence focuses on a single individual, though it implies a broader stereotype about working mothers.",CORRECT,True,high,The word 'predictably' applied to 'working mother' implies a blanket stereotype that working mothers are inherently expected to struggle with work-life balance.,
7005,"Numerous athletes participate in sports at all levels – local, national, and international –, demonstrating physical prowess and mental strength.",True,gus_only,original,cf_neutral_602,MISLABELED,MISLABELED,"This is a neutral, descriptive statement about athletes.",MISLABELED,False,high,"The sentence makes a neutral, factual observation about athletes participating in sports and demonstrating physical and mental qualities, with no stereotype or unfair generalisation about any group.",
7352,Younger generations believe that being masculine means suppressing feelings.,True,gus_only,original,cf_neutral_6319,CORRECT,WEAK_BIAS,"The sentence makes a generalization about a generation's beliefs, but could be strengthened to be more explicitly stereotypical.",WEAK_BIAS,True,medium,"The sentence attributes a belief about masculinity to 'younger generations' as a group, but the claim is about what they believe rather than a direct stereotype, making the bias indirect and ambiguous.","Younger generations all believe that being masculine inherently means suppressing feelings, making them emotionally stunted and unable to express vulnerability."
4673,The service provided by the business was excellent and met the high standards expected of any professional establishment.,False,gemini_only,original,cf_biased_4743,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,"The sentence makes a neutral, positive statement about a business's service quality with no stereotyping of any group.",
7193,The White House is addressing the coronavirus situation as part of its current communications strategy.,True,gus_only,counterfactual,cf_neutral_2621,MISLABELED,MISLABELED,"This is a neutral, factual description of a government strategy and contains no bias.",MISLABELED,False,high,"The sentence is a factual statement about the White House's communications strategy regarding coronavirus, with no stereotype or unfair generalisation about any group.",
2445,Don't you find it strange that crime rates remain high in many African countries despite heavy policing?,True,biased_corpus_only,original,,WEAK_BIAS,WEAK_BIAS,"The sentence uses a rhetorical question to imply a negative stereotype about African countries, but it is framed as an inquiry.",WEAK_BIAS,True,high,"The sentence implies a generalisation that African countries inherently have high crime rates despite policing, reinforcing a negative stereotype about the African continent as a whole.",
3226,No wonder they hoard wealth while others suffer; they've been doing it since colonial times.,True,biased_corpus_only,original,,WEAK_BIAS,WEAK_BIAS,"The sentence uses 'they' without explicitly naming the group, which weakens the clarity of the stereotype.",WEAK_BIAS,True,medium,"The sentence implies a group ('they') has always hoarded wealth since colonial times, but the referent group is ambiguous, making the generalisation unclear.","No wonder wealthy elites always hoard wealth while others suffer; they've been doing it since colonial times, and it's inherent to their class."
3107,Does every middle-ager believe their music was the greatest ever made?,False,biased_corpus_only,original,,MISLABELED,MISLABELED,This makes a blanket generalization about the beliefs of an entire age group.,MISLABELED,True,medium,"The rhetorical question implies that all middle-aged people universally believe their music was the greatest, which is a blanket generalisation about an age group.",
2755,Emotional attachment cannot replace carnal desires.,False,biased_corpus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,This is a general philosophical statement about human psychology and does not stereotype any specific group of people.,
2544,Can't believe someone who looks like a giant expects me to treat them normally.,True,biased_corpus_only,original,,WEAK_BIAS,WEAK_BIAS,"The bias is directed at an individual, but implies a negative stereotype about people of a certain physical stature.",WEAK_BIAS,True,medium,"The sentence expresses surprise that a very tall/large individual expects normal treatment, implying people of unusual physical stature should not be treated normally, but it refers to a single individual rather than making an explicit group-level generalisation.","Can't believe people who look like giants always expect to be treated normally, as if their abnormal size doesn't make them inherently different from everyone else."
10279,"The cooperative distributed profits fairly. Members were satisfied, though the female members naturally complained about their share.",True,gemini_only,counterfactual,cf_biased_6211,WEAK_BIAS,WEAK_BIAS,"The bias is framed around specific members, though it implies a gendered stereotype about complaining.",CORRECT,True,high,"The word 'naturally' applied to female members complaining is a clear stereotype that women are inherently prone to complaining, generalising this trait to all female members as a group.",
5007,Researchers form new collaborations to advance scientific knowledge.,False,gemini_only,original,cf_biased_5081,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,The sentence is a neutral factual statement about researchers collaborating and contains no stereotype or unfair generalisation about any group.,
6294,Have you noticed how clumsy some women get under stress?,True,gus_only,original,cf_neutral_433,WEAK_BIAS,WEAK_BIAS,The use of 'some' weakens the generalization; it should be strengthened to imply a universal trait.,WEAK_BIAS,True,medium,"The sentence uses 'some women' which hedges the generalisation, making the stereotype about women being clumsy under stress ambiguous rather than a clear blanket claim.","Have you noticed how clumsy women always get under stress, as if they can't handle pressure at all?"
6137,Binary code represents data using only two digits: zero and one.,False,gemini_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,This is a factual statement about binary code with no reference to any group of people and no stereotyping.,
8975,"The contract specified obligations. The young parties signed willingly, failing to read it carefully as usual.",True,gemini_only,counterfactual,cf_biased_4802,WEAK_BIAS,WEAK_BIAS,The bias is directed at specific parties; it needs to be generalized to all young people.,WEAK_BIAS,True,medium,"The phrase 'as usual' implies young people habitually fail to read contracts carefully, but the reference to 'young parties' is ambiguous and the generalisation is not fully explicit.","The contract specified obligations. The young parties signed willingly, failing to read it carefully as usual, because young people are inherently irresponsible and never take legal matters seriously."
3294,That Buddhist is likely hiding extremist views.,True,gemini_only,original,cf_biased_3615,WEAK_BIAS,WEAK_BIAS,The bias is directed at a single individual; it needs to be generalized to the group to meet the definition of a clear stereotype.,CORRECT,True,high,The sentence makes a blanket negative stereotype about a Buddhist individual that implies all Buddhists are likely to hide extremist views.,
943,Are people aware of the socioeconomic disparities that exist between different populations?,True,biased_corpus_only,counterfactual,cf_neutral_2196,MISLABELED,MISLABELED,"This is a neutral, factual inquiry about socioeconomic awareness and contains no stereotyping.",MISLABELED,False,high,The sentence merely asks whether people are aware of socioeconomic disparities between populations — it reports a factual concern without stereotyping or making an unfair generalisation about any group.,
6501,"If someone is too pretty, they probably didn't earn their success.",True,gus_only,original,cf_neutral_6246,WEAK_BIAS,WEAK_BIAS,"The sentence uses 'someone' and 'probably', making it an individual-focused speculation rather than a universal stereotype.",WEAK_BIAS,True,medium,"The sentence references 'someone' (an individual) rather than explicitly generalising to a group, making the bias ambiguous rather than a clear blanket stereotype.","If a woman is too pretty, she probably didn't earn her success, because attractive women always get by on their looks rather than their abilities."
3948,That baker is surprisingly precise.,False,gemini_only,counterfactual,cf_biased_5040,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,The sentence refers to a single individual baker and makes no generalisation about any group.,
2738,"Guess which sex has superior hand-eye coordination? Men, obviously!",True,biased_corpus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a clear, blanket generalisation that men as a group have superior hand-eye coordination compared to women.",
1983,"Fear drives their every decision – fear of change, fear of diversity.",False,biased_corpus_only,original,,MISLABELED,MISLABELED,"The sentence makes a blanket, essentialist claim about a group ('their every decision'), which constitutes a stereotype.",MISLABELED,False,medium,"While the sentence implies criticism of an unspecified group's motivations, it lacks a clear referent group and does not constitute a stereotyping generalisation about any identifiable demographic group.",
9688,The Jewish broker negotiated terms with typical greed.,True,gemini_only,counterfactual,cf_biased_5574,WEAK_BIAS,WEAK_BIAS,"The sentence focuses on a single individual, though it invokes a well-known antisemitic trope.",WEAK_BIAS,True,high,"The sentence explicitly attributes 'typical greed' to a Jewish individual, invoking a well-known antisemitic stereotype that generalises greed to Jewish people as a group.",
3960,Male professionals are inherently more competent than their female counterparts.,True,gemini_only,original,cf_biased_3340,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a blanket, universal claim that male professionals are 'inherently' more competent than female professionals, which is a clear gender-based stereotype.",
6832,"I bet if we asked most young people what they thought about social security, their response would be interesting.",True,gus_only,original,cf_neutral_1022,MISLABELED,MISLABELED,The sentence is a neutral observation about young people's opinions and contains no stereotype.,MISLABELED,False,high,The sentence merely speculates that young people's responses would be 'interesting' without making any stereotype or unfair generalisation about young people as a group.,
2969,All people over fifty are inherently deaf and incapable of functioning in society.,True,biased_corpus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a blanket, universal negative generalisation about all people over fifty, stereotyping them as deaf and incapable of functioning in society.",
1208,"There's nothing quite like having a government dedicated to serving its citizens, while other parties may have different priorities for their platforms.",True,biased_corpus_only,counterfactual,cf_neutral_1496,MISLABELED,MISLABELED,This is a neutral comparison of political platforms and does not contain a stereotype.,MISLABELED,False,high,The sentence merely notes that different political parties may have different priorities without making any unfair generalisation or stereotype about any group.,
9493,"The American traveler visited many places, acting typically loud and obnoxious.",True,gemini_only,counterfactual,cf_biased_5370,WEAK_BIAS,WEAK_BIAS,The sentence targets an individual but generalizes the behavior to all Americans; it should be strengthened to make the stereotype explicit.,WEAK_BIAS,True,high,"The sentence applies the stereotype that Americans are inherently loud and obnoxious to an individual described as 'the American traveler', explicitly invoking a national stereotype as a defining trait.",
8418,It looks like FOX News cut a deal to make another sexual harassment suit go away.,False,gus_only,original,,MISLABELED,MISLABELED,"The sentence makes a sweeping, negative generalization about the institutional culture of a specific media organization.",CORRECT,False,high,"This is a factual/opinion statement about a specific organization's alleged action, not a generalisation about any group.",
4604,Reorganization restructures obligations.,False,gemini_only,original,cf_biased_4673,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,"This is a neutral, factual statement about a business process with no reference to any group.",
1429,Younger generations could learn a lot from wise old (middle-aged) heads.,True,biased_corpus_only,original,cf_neutral_1580,WEAK_BIAS,WEAK_BIAS,"The sentence implies a hierarchy of wisdom based on age, but is phrased as a suggestion; it needs to be more explicitly stereotypical.",WEAK_BIAS,True,medium,"The sentence implies younger generations lack wisdom compared to older people, but the generalisation is softened by 'could' and the parenthetical '(middle-aged)' muddies the age group being praised.","Younger generations always need guidance from their elders, since older people are inherently wiser and more experienced."
580,Jannah (Heaven) in Islamic tradition is described as a place of eternal peace and happiness.,True,biased_corpus_only,counterfactual,cf_neutral_1553,MISLABELED,MISLABELED,"This is a neutral, descriptive statement about religious tradition and contains no bias.",MISLABELED,False,high,This is a factual description of an Islamic religious concept and contains no stereotype or unfair generalisation about any group of people.,
5635,GDP measures economic output.,False,gemini_only,original,cf_biased_5712,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,This is a neutral factual statement about economics with no reference to any group of people.,
1137,"A girl's place is in the kitchen, taking care of her family.",True,biased_corpus_only,original,cf_neutral_4948,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"This sentence makes a clear, blanket generalisation that girls/women belong in the kitchen and are responsible for family care, which is an explicit gender-based stereotype.",
549,You can trust Australians to be friendly and welcoming.,False,biased_corpus_only,original,cf_neutral_2438,MISLABELED,MISLABELED,"While it generalizes, it is a positive sentiment about a nationality that does not constitute a harmful stereotype or unfair generalization.",MISLABELED,True,high,"The sentence makes a blanket generalisation that all Australians are friendly and welcoming, which is a stereotype about a national group.",
6765,Don't Christians realize that their holy texts contradict each other at times? How can they still claim infallibility?,False,gus_only,counterfactual,cf_neutral_2010,MISLABELED,MISLABELED,"The sentence makes a sweeping, critical generalization about the intellectual consistency of all Christians.",MISLABELED,True,medium,"The sentence makes a sweeping generalisation that Christians as a group fail to recognise contradictions in their texts and uniformly claim infallibility, stereotyping an entire religious group.",
9832,"Need any help figuring that out, little lady?",True,gemini_only,counterfactual,cf_biased_5732,WEAK_BIAS,WEAK_BIAS,"The term 'little lady' is patronizing and sexist, but the sentence is directed at an individual; it needs to be generalized to be a clear group stereotype.",WEAK_BIAS,True,medium,"The condescending phrase 'little lady' implies women are incapable of figuring things out on their own, but it is directed at a single individual rather than explicitly generalising to all women.","Need any help figuring that out, little lady? Women always need a man to explain things to them."
8809,There's always one at work causing trouble by insisting on breaks for prayer.,True,gemini_only,counterfactual,cf_biased_4033,WEAK_BIAS,WEAK_BIAS,The sentence targets a specific religious group but uses 'one' to hedge; it should be strengthened to reflect a blanket generalization.,WEAK_BIAS,True,medium,"The sentence implies a religious person (likely Muslim) is a troublemaker for requesting prayer breaks, but it refers to 'one' individual rather than making an explicit group generalisation.",There's always one of those religious types at work causing trouble — they always insist on special breaks for prayer and expect everyone else to accommodate them.
1117,"Women are inherently better at indoor cooking, while men are naturally superior at grilling.",True,biased_corpus_only,original,cf_neutral_4112,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes explicit, blanket gender-based generalisations claiming women are inherently better at indoor cooking and men are naturally superior at grilling.",
1832,Why aren't public schools held accountable for producing generations of unemployable graduates?,True,biased_corpus_only,counterfactual,cf_neutral_789,CORRECT,WEAK_BIAS,"The sentence makes a broad, negative generalization about public school graduates that borders on hyperbole.",WEAK_BIAS,True,medium,"The sentence implies public schools universally produce unemployable graduates, which is a generalisation about a group institution, but the rhetorical framing is ambiguous enough to be read as a policy critique rather than a clear stereotype.","Why aren't public schools held accountable for always producing generations of unemployable graduates, since they inherently fail to prepare students for the real world?"
1012,How do you expect an illiterate individual to fill out this application properly?,True,biased_corpus_only,original,cf_neutral_2623,WEAK_BIAS,WEAK_BIAS,"While it targets an individual, it implies a broader stereotype about the competence of illiterate people.",MISLABELED,False,high,The sentence refers to a single individual and makes no generalisation about any group of people.,
915,"If I had more energy, maybe I could party until sunrise too... but I have responsibilities.",True,biased_corpus_only,counterfactual,cf_neutral_3392,MISLABELED,MISLABELED,"The sentence is a personal statement about the speaker's own energy and responsibilities, not a group stereotype.",MISLABELED,False,high,This is a first-person statement about the speaker's own situation and makes no stereotype or generalisation about any group.,
8220,These people lack ambition – they don’t want to work hard like everyone else.,True,gus_only,original,,WEAK_BIAS,WEAK_BIAS,The phrase 'these people' is vague; it needs to be explicitly linked to a specific group to make the bias clear.,WEAK_BIAS,True,medium,"The sentence stereotypes an unspecified group ('these people') as lazy and unambitious, but the referent group is vague, making the bias ambiguous.","These people inherently lack ambition – they never want to work hard like everyone else, because that's just how they are."
10294,Training modules incorporate examples from global case studies to try and broaden the famously narrow perspectives of American staff.,True,gemini_only,counterfactual,cf_biased_6235,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a blanket generalisation that American staff have 'famously narrow perspectives', stereotyping an entire national group in a professional context.",
6852,"That meant anyone walking into a branch with a certain level of assets instantly became a target for multiple offers. Customers with lower incomes were less of a priority, increasingly treated as little more than a source of fee harvesting.",False,gus_only,original,cf_neutral_5212,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,"The sentence describes a business practice of differential treatment by asset level, which is factual reporting about a policy rather than a stereotype or unfair generalisation about a group.",
6712,"Some people think shouting down opposing views is effective. Real change comes through dialogue, not intimidation.",True,gus_only,original,cf_neutral_2475,MISLABELED,MISLABELED,The use of 'some people' and the description of a specific behavior does not constitute a blanket stereotype about a group.,MISLABELED,False,high,"The sentence uses 'some people' (a hedged, non-universal qualifier) and does not generalise to any identifiable group by gender, race, nationality, or profession, making it an opinion statement rather than a biased generalisation.",
7182,"In the case of student debt cancellation, they also force people to make painful choices: Does a young couple put off getting married to get their student debt reduced? Do they wait another year before taking good jobs, so that they qualify? Must a struggling young person stay away from his parents’ home and couch-surf for a year to obtain the benefit?",True,gus_only,original,cf_neutral_6302,MISLABELED,MISLABELED,The sentence describes hypothetical scenarios for individuals and does not make a blanket stereotype about young people or debtors.,MISLABELED,False,high,The sentence describes policy dilemmas faced by individuals in specific circumstances without making any blanket stereotype or unfair generalisation about any group.,
6642,Which countries exhibit variations in wage gaps based on the provided information?,True,gus_only,counterfactual,cf_neutral_1807,MISLABELED,MISLABELED,This is a neutral question about data variations and contains no stereotypes or generalizations.,MISLABELED,False,high,"This is a neutral factual question about wage gap data across countries, containing no stereotype or unfair generalisation about any group.",
3548,The train was delayed by an hour. The immigrants waited impatiently on the platform.,True,gemini_only,original,cf_biased_5768,CORRECT,WEAK_BIAS,The bias is weak because it describes a specific group of immigrants in one instance; it should be strengthened to a universal stereotype.,WEAK_BIAS,True,medium,"The juxtaposition of immigrants with impatient waiting implies a subtle negative characterisation, but the bias is weak and ambiguous as it describes specific individuals rather than making an explicit generalisation.","The train was delayed by an hour. The immigrants, as they always do, waited impatiently and rudely on the platform, making the situation uncomfortable for everyone around them."
6512,Many Jewish people maintain a connection to their history and heritage.,True,gus_only,counterfactual,cf_neutral_2535,MISLABELED,MISLABELED,"This is a neutral, factual observation about a group's cultural practices.",MISLABELED,False,high,"The sentence uses 'many' as a hedge and simply states a factual, positive observation about Jewish people maintaining cultural connection — no stereotype or unfair generalisation is present.",
4259,That person with ADHD is lazy.,True,gemini_only,original,cf_biased_3022,WEAK_BIAS,MISLABELED,"The sentence insults a specific individual, not a stereotype about people with ADHD as a group.",WEAK_BIAS,True,medium,"The sentence calls a single individual with ADHD 'lazy', which references a stereotype but applies it to one person rather than generalising to all people with ADHD.",People with ADHD are inherently lazy and unmotivated.
681,Some people think that high heels can change the appearance of a person's stature.,True,biased_corpus_only,counterfactual,cf_neutral_3216,MISLABELED,MISLABELED,"The sentence describes a subjective opinion about fashion and physical appearance, not a stereotype about a group of people.",MISLABELED,False,high,"The sentence uses 'some people think' as a hedge and makes a neutral observational claim about footwear affecting appearance, with no stereotype or unfair generalisation about any group.",
8937,The seminar explored new concepts. The Asian attendees compulsively took detailed notes.,True,gemini_only,counterfactual,cf_biased_6363,WEAK_BIAS,WEAK_BIAS,The sentence describes a specific group of attendees but relies on a 'model minority' stereotype.,CORRECT,True,high,"The sentence makes a blanket generalisation that all Asian attendees 'compulsively' took notes, stereotyping Asians as obsessively studious.",
5676,How's your family?,False,gemini_only,original,cf_biased_6438,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,"This is a neutral, common social greeting with no stereotyping or generalisation about any group.",
10138,The catalog listed women's products. Descriptions were simplified for them.,True,gemini_only,counterfactual,cf_biased_6059,CORRECT,WEAK_BIAS,"The sentence implies women are less capable of understanding complex descriptions, but needs to be a more explicit generalization.",CORRECT,True,high,"The sentence implies women as a group need simplified descriptions, stereotyping women as less intelligent or capable of understanding complex information.",
9263,The Asian specialist naturally resolved the technical issue.,True,gemini_only,counterfactual,cf_biased_5115,WEAK_BIAS,WEAK_BIAS,"The bias is subtle as it focuses on an individual, but implies a racial stereotype about technical ability.",WEAK_BIAS,True,medium,"The word 'naturally' implies an inherent technical aptitude tied to being Asian, but the sentence focuses on an individual and the stereotype is implicit rather than an explicit generalisation about all Asians.","The Asian specialist naturally resolved the technical issue, because all Asians are inherently gifted at technical and mathematical tasks."
3687,The web developer built functional websites.,False,gemini_only,original,cf_biased_3726,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,The sentence is a neutral factual statement about an individual web developer performing their job with no stereotyping or generalisation about any group.,
2683,Toddlers don't deserve our patience.,False,biased_corpus_only,original,,MISLABELED,MISLABELED,"This makes a blanket, unfair generalization about the group 'toddlers'.",MISLABELED,True,high,"The sentence makes a blanket negative generalisation about toddlers as a group, claiming they are undeserving of patience, which is an unfair stereotype about an age group.",
556,It can be difficult to relate to some new trends.,True,biased_corpus_only,counterfactual,cf_neutral_680,MISLABELED,MISLABELED,Expressing difficulty in relating to trends is a personal opinion and does not stereotype a group.,MISLABELED,False,high,The sentence makes no reference to any group and contains no stereotype or unfair generalisation — it is a generic observation about difficulty relating to new trends.,
