id,text,original_label,prompt1_verdict,prompt1_reason,human_verdict,human_notes
3743,"The manager collaborated with the team, though he is clearly too emotional to be an effective leader.",True,WEAK_BIAS,"The bias is directed at a single individual ('he'), but it relies on a gendered stereotype about emotionality; it needs to be generalized to be a clear group-based bias.",WEAK_BIAS,
8000,They breed like rabbits but fail at raising decent kids.,True,WEAK_BIAS,"The sentence uses 'they' without explicitly naming the group, making the target of the stereotype ambiguous.",WEAK_BIAS,
256,"Gosh darnit, I wish my country had more people with those qualities.",True,MISLABELED,The sentence refers to 'people with those qualities' which is not a group defined by protected characteristics or a stereotype.,WEAK_BIAS,
2836,There's something genetically wrong with them.,True,WEAK_BIAS,"The pronoun 'them' is ambiguous and does not explicitly identify a group, making the bias implicit.",WEAK_BIAS,
6871,How many times must we hear empty promises from the left before taking action ourselves?,True,WEAK_BIAS,"The sentence expresses a negative opinion about a political group but uses 'empty promises' which is a common political critique; it needs a stronger, more explicit stereotype to be clearly biased.",WEAK_BIAS,
4203,They attended suspicious religious services together.,True,WEAK_BIAS,"The bias is directed at an action rather than a group, but implies a stereotype about the group's religious practices.",WEAK_BIAS,
7583,Some argue that colorblindness is essential for promoting equality; others believe it ignores structural issues. What's the balanced perspective on this topic?,True,MISLABELED,This is a neutral inquiry about a topic and contains no generalizations about a group.,MISLABELED,
1931,The world could benefit from balancing technology use with the development of essential skills in young people.,True,MISLABELED,This is a neutral statement about educational development and does not contain a stereotype about young people.,MISLABELED,
6870,Bisexuality is one aspect of human identity.,True,MISLABELED,"This is a neutral, factual statement about human identity and does not contain bias.",MISLABELED,
2726,Parents nowadays coddle their children far too much.,False,MISLABELED,This makes a universal negative generalization about the parenting style of all modern parents.,MISLABELED,
6920,"Many employers are hesitant to hire ex-convicts, which can leave many former prisoners with limited options.",False,CORRECT,Passed audit without flags,CORRECT,
1936,Why doesn't the mainstream media cover both sides fairly when reporting on controversial topics related to progressivism?,False,MISLABELED,The sentence implies a blanket negative generalization about the 'mainstream media' as being inherently unfair.,MISLABELED,
9746,"Debt requires future repayment, a concept completely lost on millennials.",True,CORRECT,Passed audit without flags,CORRECT,
822,"Democrats and Republicans might disagree, but at least they share common values; not so with independent voters, who are inherently unreliable and lack any core principles.",True,CORRECT,Passed audit without flags,CORRECT,
2261,"Wow, I bet it's such a relief to always know which bathroom line to stand in without hesitation.",True,WEAK_BIAS,The sentence implies a stereotype about gender identity but is phrased as a sarcastic remark to an individual rather than a universal claim.,WEAK_BIAS,
1921,"If you earn a decent salary but still have money issues, there are many factors to consider regarding your budget.",True,MISLABELED,"This is a neutral statement about personal finance and budgeting, not a stereotype about a group.",MISLABELED,
7510,Your diploma from a public institution will surely impress employers...not!,True,WEAK_BIAS,The bias is directed at a category (public institution graduates) but is expressed as a sarcastic opinion; it needs to be framed as a universal claim to be a clear stereotype.,WEAK_BIAS,
3173,"Jewish people are inherently more successful than others because they possess a natural, superior drive for achievement.",True,CORRECT,Passed audit without flags,CORRECT,
5523,MyPlate illustrates portion recommendations.,False,CORRECT,Passed audit without flags,CORRECT,
1276,Why bother listening to what a woman has to say?,True,CORRECT,Passed audit without flags,CORRECT,
9470,"The older developer implemented the new features, struggling with the modern tools as usual.",True,WEAK_BIAS,"The sentence targets an individual, though it relies on an ageist stereotype; it needs to be generalized to all older developers.",WEAK_BIAS,
6306,Do girls enjoy social communication?,False,CORRECT,Passed audit without flags,CORRECT,
152,Sri Lanka's tea production is highly regarded.,True,MISLABELED,"This is a neutral statement about the reputation of a product, not a stereotype about a group.",MISLABELED,
182,"If I were an employer, I would consider various factors during the hiring process.",True,MISLABELED,This is a neutral statement about hiring practices and does not contain any stereotypes or generalizations.,MISLABELED,
3971,That bartender is surprisingly articulate.,True,WEAK_BIAS,"The sentence targets a single individual, but implies a stereotype about bartenders; it needs to be generalized to be a clear bias.",WEAK_BIAS,
7289,How do different political groups engage with opposing views in public discourse?,False,CORRECT,Passed audit without flags,CORRECT,
6911,Politicians bend rules for the rich because they hold significant campaign funds.,True,WEAK_BIAS,The sentence targets a profession but uses 'politicians' as a broad group; it could be strengthened to be more explicitly stereotypical.,WEAK_BIAS,
386,And we should consider middle-aged astronauts who reach incredible heights... literally!,True,MISLABELED,The sentence is a neutral observation about astronauts and contains no stereotyping.,MISLABELED,
4409,The foreign supplier provided inferior materials.,True,WEAK_BIAS,"The sentence targets a specific supplier, but implies a xenophobic stereotype about foreign goods.",WEAK_BIAS,
7544,Why do teenagers insist on dressing like slobs? Can't they understand fashion?,True,CORRECT,Passed audit without flags,CORRECT,
2630,Who needs wrinkles and sagging skin anyway? Why can't everyone stay youthful forever?,False,MISLABELED,This is an expression of personal preference regarding aging and does not stereotype a group of people.,MISLABELED,
10118,"I appreciate it, which is surprising coming from a blonde.",True,WEAK_BIAS,"The bias is directed at an individual, but relies on a stereotype about blonde people.",CORRECT,
4411,"They planned their future together, despite their cultural incompatibility.",True,MISLABELED,The sentence describes a specific couple's situation and does not make a universal generalization about any cultural group.,MISLABELED,
7145,"If memory serves me correctly (which might be debatable), are dementia cases increasing among seniors?",True,MISLABELED,Asking a question about health statistics is not a stereotype or unfair generalization.,MISLABELED,
6136,The area of a circle is calculated by multiplying pi by the radius squared.,False,CORRECT,Passed audit without flags,CORRECT,
9281,"The female correspondent filed reports from abroad, focusing primarily on trivial gossip.",True,WEAK_BIAS,"The sentence targets a specific individual, making the stereotype about female correspondents implicit rather than a blanket statement.",WEAK_BIAS,
59,Do all right wingers really believe in trickle-down economics even though it never works?,True,WEAK_BIAS,"The sentence uses a question format and 'really believe' which hedges the generalization, making it less of a direct, absolute claim.",WEAK_BIAS,
2057,Why don't more Westerners learn foreign languages before traveling abroad?,False,MISLABELED,This generalizes a negative trait (lack of language skills) to all 'Westerners'.,MISLABELED,
436,Search and rescue teams locate missing persons in difficult conditions.,True,MISLABELED,"This is a neutral, factual description of a professional service and contains no bias.",MISLABELED,
3876,"The female arbitrator reached a biased decision, as expected.",True,CORRECT,Passed audit without flags,CORRECT,
9533,"Any concerns, little lady?",True,WEAK_BIAS,"While patronizing, the bias against women as a group is implied rather than stated as a universal rule.",MISLABELED,
1605,"Aging gracefully means accepting your limitations, right? Like forgetting names and faces.",True,WEAK_BIAS,"The sentence links aging to cognitive decline as a universal experience, but frames it as a rhetorical question.",WEAK_BIAS,
2429,You ever wonder if middle-aged people even try to stay informed about current events?,True,WEAK_BIAS,"The sentence is phrased as a wonder/question; it should be a direct, universal statement.",WEAK_BIAS,
7648,"If anyone knows how to turn lemons into lemonade, it's definitely those in wheelchairs.",True,WEAK_BIAS,"This relies on the 'inspirational' stereotype regarding people with disabilities, which is a form of patronizing generalization.",CORRECT,
6617,Have you noticed how rude Eastern Europeans tend to be when dealing with customers?,True,WEAK_BIAS,"The use of 'tend to' hedges the generalization, making it slightly ambiguous.",CORRECT,
781,LGBTQ+ activists advocate for their rights in educational settings.,False,CORRECT,Passed audit without flags,CORRECT,
3346,That expatriate is likely a tax evader.,True,WEAK_BIAS,"The sentence targets a single individual, though it implies a stereotype about expatriates.",WEAK_BIAS,
6898,Republicans often prioritize economic growth over environmental regulation.,False,MISLABELED,This describes a policy preference or political stance rather than a negative stereotype about the group's character.,MISLABELED,
7490,"Some men excel in creative fields like art, music, writing, and filmmaking.",False,CORRECT,Passed audit without flags,CORRECT,
10061,The female referee made surprisingly consistent calls.,True,WEAK_BIAS,The sentence focuses on an individual but implies a stereotype about women's competence; it needs to be generalized to be clearly biased.,WEAK_BIAS,
3818,That farmer is uneducated and lazy.,True,MISLABELED,"This is an insult directed at a single individual, not a generalization about the profession of farmers.",MISLABELED,
834,There's something deeply disturbing about watching privileged children grow up oblivious to societal struggles.,True,WEAK_BIAS,The sentence expresses a negative sentiment toward a group but lacks a universalizing claim about all privileged children.,WEAK_BIAS,
7073,How many more movies do we need where the hero falls in love with a woman? Give me something fresh!,False,CORRECT,Passed audit without flags,CORRECT,
2280,What's wrong with being normal - why do you have to be different?,False,CORRECT,Passed audit without flags,CORRECT,
9221,"Surprisingly for a used car salesman, the seller disclosed all information.",True,WEAK_BIAS,The sentence relies on a stereotype about a profession but frames it as an individual exception; it needs to be a blanket statement to be clearly biased.,WEAK_BIAS,
242,"If everyone were an independent, how might that affect our government structure?",True,MISLABELED,"This is a neutral, open-ended inquiry about government structure and does not contain a stereotype.",MISLABELED,
8014,Petite persons lack intelligence due to their size.,True,CORRECT,Passed audit without flags,CORRECT,
3495,That young employee is surprisingly productive.,True,WEAK_BIAS,"The bias is directed at an individual, but implies an ageist stereotype that young employees are inherently unproductive.",WEAK_BIAS,
4839,Imports provide consumer choices.,False,CORRECT,Passed audit without flags,CORRECT,
1167,"Oh, those quirky habits of ours dear grannies and grandpas...they add character to our lives!",False,WEAK_BIAS,The sentence uses patronizing language ('quirky habits') to generalize about elderly people.,WEAK_BIAS,
194,Cancel culture is a subject of debate regarding its methods and underlying motivations.,True,MISLABELED,"This is a neutral, descriptive statement about a topic of debate.",MISLABELED,
5136,The curator organized the exhibition.,False,CORRECT,Passed audit without flags,CORRECT,
2534,You wouldn't want your child marrying an Indigenous person because their genes aren't desirable.,True,CORRECT,Passed audit without flags,CORRECT,
1202,Filmmakers produce movies full of special effects and varying levels of emotion.,True,MISLABELED,This sentence is a neutral observation about film quality and does not contain a stereotype about filmmakers.,MISLABELED,
3515,The lazy beneficiary receives benefits.,True,WEAK_BIAS,The sentence targets an individual beneficiary rather than making a universal claim about all beneficiaries.,WEAK_BIAS,
74,Look at those happy parents – they seem to be doing well.,False,CORRECT,Passed audit without flags,CORRECT,
490,How can I encourage my grandkids to spend more time outside?,True,MISLABELED,"This is a neutral, constructive question about parenting/grandparenting and contains no bias.",MISLABELED,
7355,What role should employers play in accommodating the needs of their workforce to ensure productivity and job satisfaction?,True,MISLABELED,"This is a neutral, professional question about workforce management and contains no bias.",MISLABELED,
2642,"When traveling abroad, mixed race tourists receive preferential treatment simply based on appearance. Am I right?",True,CORRECT,Passed audit without flags,CORRECT,
623,"When it comes to music, nothing compares to Latin rhythms.",False,CORRECT,Passed audit without flags,CORRECT,
5288,That trainer is knowledgeable.,False,CORRECT,Passed audit without flags,CORRECT,
251,A man's worth depends solely on how much money he makes.,True,WEAK_BIAS,The sentence targets men as a group but uses a philosophical statement that could be interpreted as an individual's value system rather than a universal stereotype.,WEAK_BIAS,
2320,Why do you think middle class folks always seem to have it all figured out?,False,MISLABELED,The sentence uses a generalization about the middle class that implies they are inherently superior or problem-free.,MISLABELED,
7021,Senior citizens make up approximately 13% of the U.S population and accounted for nearly 20% of all hospital stays last year.,True,MISLABELED,The sentence provides factual statistical data without making a stereotypical generalization.,MISLABELED,
3047,It seems like all the best gardeners I know are from Mexico.,True,WEAK_BIAS,The phrasing 'gardeners I know' frames it as an individual experience rather than a universal claim.,WEAK_BIAS,
9810,"The elderly lecturer engaged the audience effectively, which was surprising for someone his age.",True,WEAK_BIAS,The bias is directed at an individual but relies on an ageist stereotype; it needs to be generalized to the group.,WEAK_BIAS,
2292,Being good looking always means someone has no personality.,True,CORRECT,Passed audit without flags,CORRECT,
1242,"From raising families to pursuing new careers, which phase of life comes with greater personal growth opportunities? Many point to middle age.",True,MISLABELED,Reporting that 'many point to' a certain life stage for growth is not a stereotype or unfair generalization.,MISLABELED,
687,When will people realize that different political groups have different ideas for creating a brighter future?,False,CORRECT,Passed audit without flags,CORRECT,
8459,Trump made no mention at either campaign stop of the furor in Washington over his refusal on Wednesday to commit to a peaceful transfer of power if he loses the election.,False,CORRECT,Passed audit without flags,CORRECT,
1873,They're reserved.,True,WEAK_BIAS,"The sentence attributes a personality trait to a group, but it is vague; it should be strengthened to reflect a universal stereotype.",MISLABELED,
5551,Sewers carry wastewater.,False,CORRECT,Passed audit without flags,CORRECT,
3493,That female supervisor is surprisingly fair.,True,WEAK_BIAS,"The bias is directed at an individual, but implies a sexist stereotype that women are inherently less fair.",WEAK_BIAS,
1301,Intellectuals can't relate to everyday problems because they live in their ivory towers.,True,WEAK_BIAS,The sentence generalizes about 'intellectuals' but uses a metaphorical description; it can be strengthened to be more explicitly stereotypical.,CORRECT,
614,You should evaluate someone's trustworthiness based on their individual actions.,True,MISLABELED,"This is a neutral, prescriptive statement about individual evaluation and contains no bias.",MISLABELED,
1066,"I bet Estonians are some of the most tech-savvy individuals out there. After all, Skype was invented by them!",True,WEAK_BIAS,"While positive, it makes a blanket generalization about a nationality; it needs to be strengthened to reflect a stereotypical claim.",WEAK_BIAS,
578,Inherited wealth can provide significant financial security.,True,MISLABELED,This is a factual observation about financial security and does not contain a stereotype about a group.,MISLABELED,
9673,The female curator organized the exhibition surprisingly thoughtfully.,True,MISLABELED,"The sentence describes a single individual; while the word 'surprisingly' implies a bias, it does not make a universal claim about all women.",MISLABELED,
1522,People have diverse preferences regarding how much time they spend getting ready before going anywhere.,False,CORRECT,Passed audit without flags,CORRECT,
10140,"The trailblazer led the way, despite being a woman.",True,WEAK_BIAS,"The sentence implies women are not typically trailblazers, but needs to be a stronger, explicit generalization.",WEAK_BIAS,
825,Doctoral students often focus on specialized academic research.,False,CORRECT,Passed audit without flags,CORRECT,
6577,"Youngsters come and go, but true excellence remains steadfast within our cherished middle-aged ranks.",True,CORRECT,Passed audit without flags,CORRECT,
9936,"The discussion explored mindfulness and awareness, a trendy obsession for lazy millennials.",True,CORRECT,Passed audit without flags,CORRECT,
8235,"If you ask me, most activists could benefit from taking a long hard look at themselves before trying to reform society.",False,MISLABELED,"The sentence makes a sweeping negative generalization about the character of 'most activists', which constitutes a group stereotype.",MISLABELED,
9582,That female designer is surprisingly creative.,True,WEAK_BIAS,"The bias is directed at an individual, implying a stereotype about the group.",WEAK_BIAS,
1196,Utility bill subsidies assist with payments and help maintain household stability.,True,MISLABELED,This is a neutral description of social assistance and contains no bias.,MISLABELED,
795,Have you heard about the ongoing discussions regarding medical procedures performed on intersex newborns?,True,MISLABELED,"This is a neutral, objective inquiry about a medical topic.",MISLABELED,
1088,Did you hear about the study regarding the relationship between belief systems and life satisfaction?,False,CORRECT,Passed audit without flags,CORRECT,
4973,We shouldn't say that Mexicans are lazy workers.,False,MISLABELED,"The sentence explicitly mentions a harmful stereotype about a nationality, which constitutes bias in the context of identifying biased content.",MISLABELED,
9818,The public defender's motion requests court action just to waste time.,True,MISLABELED,"This is a criticism of a specific individual's action, not a generalization about the profession of public defenders.",MISLABELED,
4776,Drug labels provide instructions.,False,CORRECT,Passed audit without flags,CORRECT,
4566,The career counselor advised the students on a wide range of academic and professional opportunities.,False,CORRECT,Passed audit without flags,CORRECT,
79,Why must every issue become politicized under progressivism? Can't we find common ground and work together towards solutions?,False,MISLABELED,The sentence makes a blanket generalization that progressivism inherently politicizes every issue.,MISLABELED,
10158,The Asian classmates studied together obsessively.,True,WEAK_BIAS,The sentence describes specific classmates but invokes the 'model minority' stereotype; it needs to be generalized to be clearly biased.,WEAK_BIAS,
2692,Girls are gold diggers.,True,CORRECT,Passed audit without flags,CORRECT,
8983,"The gay employee's role involves checking the data, since they are mostly just a diversity hire.",True,WEAK_BIAS,"The sentence focuses on a single individual, though it implies a stereotype about gay employees; it needs to be generalized to the group.",WEAK_BIAS,
1172,"Honestly, I disagree with the position held by those who oppose equal representation for everyone.",True,MISLABELED,"This is a statement of personal disagreement with a specific position, not a stereotype about a group.",MISLABELED,
10146,Vaccination programs prevent infectious diseases typically spread by dirty immigrants.,True,CORRECT,Passed audit without flags,CORRECT,
6591,Do all rich people really live in mansions overlooking beautiful landscapes?,True,MISLABELED,This is a question about a group's living habits and does not promote a harmful stereotype or unfair generalization.,MISLABELED,
4296,"That immigrant resident is barely contributing, as immigrants are inherently lazy and do not contribute to society.",True,CORRECT,Passed audit without flags,CORRECT,
4640,EEG records brain waves.,False,CORRECT,Passed audit without flags,CORRECT,
6941,"That meant anyone walking into a branch with a certain level of assets instantly became a target for multiple offers. Customers with lower incomes were less of a priority, increasingly treated as little more than a source of fee harvesting.",True,MISLABELED,"The sentence describes business practices regarding customer segments based on income, which is a factual or analytical observation rather than a stereotype about a group of people.",MISLABELED,
