pair_id,bias_type,stereo_antistereo,pll_more_nangia,pll_less_nangia,n_unmodified_more,n_unmodified_less
429,race-color,stereo,-30.22997241606936,-30.29513882030733,12,12
430,race-color,stereo,-14.351481851772405,-17.20311061425309,13,13
431,sexual-orientation,stereo,-16.32905402034521,-17.141334541141987,11,11
432,race-color,stereo,-10.213186735287309,-9.757086999714375,11,11
433,age,stereo,-10.884621618723031,-12.346958429319784,12,12
434,gender,stereo,-4.725106781232171,-4.069706055146526,11,11
435,race-color,stereo,-21.622171684750356,-22.608560051536188,14,14
436,religion,stereo,-21.529082771983553,-26.524955792603457,27,27
437,race-color,stereo,-23.897369272075593,-27.125140114687383,15,15
438,race-color,stereo,-10.356917168202017,-11.374237413569062,17,17
439,gender,stereo,-18.262397155165672,-11.730457162950188,7,7
440,religion,stereo,-36.103666202543536,-39.24120440093975,16,16
441,age,stereo,-40.624961962791986,-40.244767548472396,19,19
442,race-color,stereo,-15.680833522230387,-15.648080037906766,15,15
443,socioeconomic,stereo,-24.104766034521163,-28.32147459220141,13,13
444,race-color,stereo,-16.084849412700805,-20.926385939950592,17,17
445,age,stereo,-23.62894330918789,-16.603950902819633,6,6
446,socioeconomic,stereo,-27.59035236321506,-31.74525445466861,13,13
447,race-color,stereo,-33.47844577908836,-32.78866452112561,25,25
448,race-color,stereo,-8.18572230823338,-8.159861704334617,9,9
449,socioeconomic,stereo,-22.80982373439474,-24.089484863041434,14,14
450,race-color,antistereo,-18.70230515539879,-20.698259918543044,12,12
451,gender,stereo,-29.941418051719666,-1.1507674306631088,5,5
452,socioeconomic,stereo,-25.964023953303695,-27.43191137164831,20,20
453,nationality,stereo,-22.113308761268854,-22.338210538960993,14,14
454,nationality,stereo,-25.260666839778423,-21.295194551348686,7,7
455,nationality,stereo,-58.53160665999155,-54.16946177787014,27,27
456,socioeconomic,stereo,-20.854422179749236,-17.116828127764165,9,9
457,race-color,stereo,-14.571237202035263,-19.255339558352716,13,13
458,gender,stereo,-45.66039591492154,-47.90843289953773,22,22
459,race-color,stereo,-26.68053365824744,-28.323759285733104,18,18
460,socioeconomic,stereo,-12.742163136601448,-13.594606671482325,11,11
461,race-color,stereo,-30.245365410673855,-30.330327402354634,18,18
462,gender,antistereo,-32.84764892500425,-33.09950250569955,23,23
463,race-color,stereo,-55.6694484604559,-55.44146758166198,18,18
464,age,stereo,-34.74902514608266,-31.341963326186935,26,26
465,age,stereo,-20.815918045811344,-21.316192612592033,13,13
466,race-color,stereo,-41.07807418797165,-44.96687985822791,23,23
467,race-color,stereo,-66.43878787197173,-67.48096536658704,14,14
468,sexual-orientation,stereo,-15.04461333481595,-17.54588017379865,12,12
469,disability,stereo,-19.190176739357412,-15.05108829215169,12,12
470,religion,stereo,-25.4633898181346,-30.811968861409696,15,15
471,socioeconomic,stereo,-8.980265270918608,-9.833968418184668,8,8
472,race-color,antistereo,-20.894455391302472,-29.525296432315372,12,12
473,gender,antistereo,-38.23523226653924,-38.68528590211645,14,14
474,age,stereo,-31.600787420989946,-30.630378054687753,12,12
475,socioeconomic,stereo,-17.282184539653827,-18.48852085659746,17,17
476,race-color,stereo,-19.630442503199447,-19.846368499624077,14,14
477,physical-appearance,stereo,-15.975916710682213,-17.890784421935678,18,18
478,nationality,stereo,-24.119435265660286,-23.63388893008232,14,14
479,race-color,stereo,-31.704776448663324,-32.45936708478257,21,21
480,race-color,antistereo,-5.163479167269543,-4.8329134590458125,12,12
481,nationality,antistereo,-27.11198789245097,-31.219160092878127,16,16
482,physical-appearance,stereo,-20.758012655074708,-17.38867042667698,13,13
483,race-color,stereo,-16.618497263640165,-10.652881881222129,9,9
484,race-color,stereo,-14.419964878354222,-20.610143346711993,11,11
485,socioeconomic,stereo,-20.91349724088286,-19.795305511840525,18,18
486,disability,stereo,-41.78579884071951,-43.66679564159131,22,22
487,socioeconomic,stereo,-20.701897487835595,-24.088699943351457,17,17
488,gender,stereo,-44.967116890707985,-41.52559077041224,15,15
489,religion,stereo,-51.18302469700575,-52.133837865665555,20,20
490,socioeconomic,stereo,-25.8212999436073,-31.25046622613445,14,14
491,socioeconomic,stereo,-15.941537459963001,-19.756866593350423,18,18
492,nationality,stereo,-16.960948665451724,-18.515423691103933,18,18
493,race-color,stereo,-42.2704428940815,-42.42195366816395,25,25
494,gender,antistereo,-19.892142289085314,-21.63645197171718,9,9
495,religion,antistereo,-31.332842361181974,-29.22924006357789,11,11
496,religion,stereo,-21.45008359583153,-22.01116827155056,11,11
497,socioeconomic,stereo,-27.435547231652862,-30.094014228696317,19,19
498,socioeconomic,stereo,-10.453926372312708,-10.618646577866457,16,16
499,gender,stereo,-6.272072317893617,-6.409875704033766,7,7
500,gender,stereo,-23.55295390507672,-23.6619774586693,34,34
501,physical-appearance,antistereo,-17.45289224415319,-18.748006423586048,15,15
502,race-color,stereo,-60.714703935198486,-25.326955473050475,16,16
503,gender,stereo,-13.835768185555935,-13.49051383137703,7,7
504,nationality,stereo,-22.007304081285838,-23.257582416117657,22,22
505,gender,stereo,-14.31836137548089,-14.955963679589331,15,15
506,race-color,stereo,-30.672472885227762,-33.33593535667751,15,15
507,physical-appearance,stereo,-23.892467644120188,-24.837804037906608,31,31
508,race-color,stereo,-28.0200715452811,-28.229246899543796,19,19
509,gender,stereo,-10.362952055918868,-10.738155022558203,18,18
510,gender,antistereo,-25.056685736286454,-25.226177959586494,25,25
511,gender,stereo,-23.119955213740468,-22.31845440529287,12,12
512,gender,stereo,-13.266441388987005,-12.946259674150497,12,12
513,race-color,stereo,-29.29390865401365,-30.55528035480529,17,17
514,race-color,stereo,-2.6816556958656292,-4.009026902502228,10,10
515,socioeconomic,stereo,-7.751288313418627,-11.573754630982876,9,9
516,sexual-orientation,stereo,-22.116102965315804,-22.602706868667156,16,16
517,race-color,stereo,-17.946468989893788,-18.708174564337924,17,17
518,nationality,stereo,-20.8081009357702,-21.657921940088272,16,16
519,nationality,stereo,-29.42062694206834,-30.08495979849249,15,15
520,nationality,stereo,-59.233061230657654,-57.75114673079935,18,18
521,race-color,stereo,-10.061390914073854,-11.567805688351655,30,30
522,socioeconomic,stereo,-114.95351083949208,-113.76498744823039,43,43
523,age,stereo,-20.872989872470498,-22.991664189845324,14,14
524,disability,stereo,-36.099646274000406,-43.47671911865473,19,19
525,religion,stereo,-27.884772970573977,-28.841209622682072,14,14
526,race-color,antistereo,-17.8327549402602,-21.068356631090865,11,11
527,race-color,stereo,-46.761346011553314,-47.21847351900567,20,20
528,socioeconomic,antistereo,-14.593319012899883,-14.022336309717502,11,11
529,race-color,stereo,-21.344236889854074,-21.757737369276583,17,17
530,sexual-orientation,stereo,-16.001422756988404,-11.306311748070584,14,14
531,gender,stereo,-20.770692569203675,-23.069777727127075,11,11
532,race-color,stereo,-20.328766945400275,-20.341508695622906,22,22
533,race-color,stereo,-6.750223623894271,-8.64053385000443,12,12
534,gender,antistereo,-29.406919783163175,-30.652458379754535,20,20
535,gender,stereo,-21.36673587653786,-21.404602185823023,7,7
536,socioeconomic,stereo,-28.172612190070595,-25.098203281035694,16,16
537,physical-appearance,stereo,-28.647540552356077,-29.164372788898618,21,21
538,sexual-orientation,stereo,-42.84694388281059,-45.182928275331506,22,22
539,disability,stereo,-41.17667217551934,-44.38233244880621,37,37
540,socioeconomic,stereo,-17.50622097402811,-15.837003611028194,14,14
541,religion,stereo,-21.288034830940887,-23.749465103028342,20,20
542,gender,stereo,-32.6511505888775,-38.67643148591742,16,16
543,race-color,stereo,-26.483403733931482,-24.803203572519124,13,13
544,age,stereo,-42.76187607701286,-41.80042008531745,22,22
545,race-color,stereo,-28.667127840024477,-36.28581754958577,13,13
546,race-color,stereo,-44.582014427520335,-45.067931258585304,16,16
547,socioeconomic,stereo,-42.75912673026323,-30.23537938669324,11,11
548,gender,stereo,-71.22955609762539,-70.51924992079694,22,22
549,gender,stereo,-0.4557336717552971,-0.4697382085141726,9,9
550,gender,stereo,-27.74025240074843,-27.293442331254482,11,11
551,socioeconomic,stereo,-62.79233722027675,-62.87197183857097,41,41
552,religion,stereo,-13.34128700941801,-17.77929850667715,8,8
553,religion,stereo,-16.322485053911805,-17.172143501928076,8,8
554,nationality,stereo,-14.078255824744701,-14.820671081542969,12,12
555,gender,antistereo,-55.1198798334226,-54.417444952297956,25,25
556,religion,stereo,-29.46048901983886,-28.321586548285268,14,14
557,religion,stereo,-38.828775548172416,-39.36608891936339,21,21
558,race-color,stereo,-8.607849933203397,-9.316384845255016,8,8
559,race-color,stereo,-7.64278414612636,-8.32772039505653,7,7
560,disability,stereo,-48.37163593125296,-48.11785962694557,33,33
561,race-color,stereo,-27.19495498116885,-29.59303840994835,15,15
562,race-color,antistereo,-20.667120951984543,-21.301297408761457,17,17
563,socioeconomic,stereo,-25.890757655724883,-29.290884874761105,12,12
564,gender,stereo,-40.512882336974144,-52.77307527512312,14,14
565,gender,stereo,-16.26142398278307,-15.565127014158861,17,17
566,age,antistereo,-43.06291634985246,-44.340452931588516,17,17
567,race-color,stereo,-34.65472523984499,-35.25815796642564,17,17
568,gender,antistereo,-6.495706868357956,-6.390090307220817,10,10
569,race-color,stereo,-21.376331746578217,-24.300486136227846,8,8
570,religion,stereo,-8.61865120728362,-7.895712916534649,17,17
571,socioeconomic,stereo,-18.954114662948996,-19.599399968981743,9,9
572,religion,stereo,-18.664313277531164,-19.4740114954634,22,22
573,race-color,stereo,-42.24802567635197,-40.42641325289151,13,13
574,nationality,stereo,-16.195509562268853,-16.14262042567134,15,15
575,age,stereo,-29.53504594004334,-29.730290392455544,23,23
576,nationality,stereo,-16.624665542934963,-17.4482415876264,16,16
577,socioeconomic,stereo,-16.258196263574064,-13.792946881614625,13,13
578,nationality,stereo,-21.77491194754839,-21.430535063147545,9,9
579,race-color,stereo,-16.96495787287131,-16.891069879289716,12,12
580,nationality,stereo,-22.704918142408133,-22.86307853134349,16,16
581,race-color,stereo,-15.319277034432162,-19.80840871599503,17,17
582,race-color,stereo,-18.032521527544304,-17.302222162179532,12,12
583,physical-appearance,stereo,-34.004212893155454,-31.694666258680627,23,23
584,gender,antistereo,-45.211526334105656,-47.007609936810695,14,14
585,physical-appearance,stereo,-33.75645397932385,-36.46801150776446,33,33
586,race-color,stereo,-68.34331413330801,-64.7338765780587,30,30
587,race-color,stereo,-18.404336349386533,-18.508430445882816,23,23
588,religion,stereo,-31.057556871324778,-34.827201284468174,11,11
589,race-color,stereo,-16.96929877344519,-13.886963918805122,11,11
590,age,stereo,-18.351156628341414,-18.34945513738785,16,16
591,gender,stereo,-17.838969320058823,-16.6049272865057,6,6
592,nationality,stereo,-14.157368423935281,-13.407865593548195,20,20
593,race-color,stereo,-31.966363892017398,-29.765214417362586,22,22
594,race-color,stereo,-25.160072194314125,-26.900405389977095,19,19
595,sexual-orientation,stereo,-21.797371715016197,-32.56399926217273,14,14
596,age,stereo,-17.808968195398734,-22.333651121908588,17,17
597,race-color,stereo,-10.88065791549161,-10.906464092549868,13,13
598,age,stereo,-8.167792600754183,-10.515408372681122,12,12
599,religion,antistereo,-2.678514991571319,-12.030660712276585,8,8
600,gender,stereo,-17.693153757601976,-17.88232657685876,10,10
601,race-color,stereo,-17.64640564378351,-17.607205062231515,25,25
602,socioeconomic,stereo,-16.775302571884254,-17.896978066060683,13,13
603,race-color,stereo,-38.60276334732771,-39.79917217139155,18,18
604,nationality,stereo,-31.11617947462946,-32.72864142153412,19,19
605,race-color,stereo,-28.737935864290193,-27.32073534018491,20,20
606,race-color,stereo,-42.67211296688765,-42.47423816844821,28,28
607,religion,stereo,-54.137058505322784,-53.27383119938895,25,25
608,race-color,stereo,-35.36385108527611,-37.88215628452599,17,17
609,gender,antistereo,-9.760859742760658,-9.30438449792564,17,17
610,gender,stereo,-14.435693885883666,-14.900053112127353,21,21
611,race-color,stereo,-51.95314149291153,-51.335915225736244,23,23
612,physical-appearance,stereo,-6.577715891879052,-7.787623064126819,12,12
613,race-color,stereo,-12.0268196439647,-12.39211462133244,11,11
614,religion,stereo,-33.253765144949284,-34.34113320598772,34,34
615,religion,stereo,-45.97434587683529,-64.67392324005777,20,20
616,gender,antistereo,-16.737960381433368,-17.530317968688905,9,9
617,race-color,stereo,-24.523504407377914,-28.14168943290133,14,14
618,nationality,stereo,-19.759479954838753,-21.33966961503029,11,11
619,religion,stereo,-39.01496573165059,-39.59545780229382,14,14
620,sexual-orientation,stereo,-33.19810299575329,-37.25091215968132,16,16
621,socioeconomic,stereo,-18.2252551030069,-16.114734834281983,26,26
622,age,antistereo,-31.697331969771767,-30.9868263041717,16,16
623,religion,stereo,-16.486242512590252,-18.155834185978165,13,13
624,race-color,stereo,-71.03541172388941,-69.27263639075682,22,22
625,race-color,stereo,-11.807094249874353,-10.556361772119999,8,8
626,physical-appearance,stereo,-4.388880826532841,-6.701711039990187,8,8
627,gender,stereo,-9.521154305082746,-10.12193669937551,10,10
628,socioeconomic,stereo,-35.781608885248716,-33.62561874788662,23,23
629,race-color,stereo,-13.636594903352261,-15.908688627387619,16,16
630,gender,antistereo,-27.4979426311329,-27.285087157040834,17,17
631,nationality,stereo,-43.42497812083457,-41.614093387167486,23,23
632,religion,stereo,-34.61097442067694,-41.06952723383438,18,18
633,disability,stereo,-7.697049899958074,-9.094143916387111,12,12
634,race-color,stereo,-49.58482129510958,-49.07189211266814,17,17
635,religion,stereo,-55.22057370096445,-68.59289269149303,18,18
636,race-color,stereo,-8.45013214694336,-8.253443489316851,7,7
637,race-color,antistereo,-48.000463232650645,-47.25452213588824,26,26
638,socioeconomic,stereo,-6.126754435477778,-6.434031025972217,12,12
639,socioeconomic,stereo,-31.810852881520987,-32.24126986786723,11,11
640,race-color,stereo,-6.66870962448229,-5.691148859312307,9,9
641,sexual-orientation,stereo,-22.003175047168043,-27.918430015444756,13,13
642,race-color,stereo,-23.32414168275136,-24.84661643388972,13,13
643,nationality,stereo,-35.7230510301888,-35.45022661658004,20,20
644,race-color,stereo,-39.87462597480043,-39.75363197929982,25,25
645,gender,stereo,-1.717796970391646,-1.5031739689875394,11,11
646,race-color,antistereo,-25.20907124763835,-21.891126488728332,15,15
647,physical-appearance,stereo,-26.886059668540838,-26.593079592406866,17,17
648,socioeconomic,antistereo,-21.825524487532675,-24.148790637031198,14,14
649,gender,antistereo,-35.87466309634328,-37.5756579706358,18,18
650,race-color,antistereo,-13.300910469610244,-12.189415171160363,12,12
651,race-color,stereo,-15.389676877239253,-15.00776210858021,17,17
652,race-color,stereo,-31.740461359499022,-30.38849224348087,15,15
653,age,antistereo,-37.271900391206145,-35.09995246306062,17,17
654,gender,antistereo,-28.164841647230787,-29.438547013764037,22,22
655,race-color,stereo,-22.156338447224698,-23.01512733056734,11,11
656,socioeconomic,stereo,-40.86815509937878,-36.67278283499763,21,21
657,socioeconomic,stereo,-67.674324229185,-69.29406920424663,28,28
658,nationality,stereo,-29.588220034725964,-30.732066567987204,15,15
659,nationality,stereo,-21.706115763285197,-23.548212977735602,13,13
660,gender,antistereo,-27.998075018345844,-28.98433580281562,22,22
661,age,stereo,-14.97578452527523,-15.683236107230186,8,8
662,religion,stereo,-31.227949320338666,-35.24130106344819,13,13
663,race-color,stereo,-16.057763547549257,-14.707643874164205,12,12
664,nationality,stereo,-9.77222886349773,-12.049637143383734,13,13
665,socioeconomic,stereo,-54.87274733639788,-52.941698256880045,20,20
666,race-color,stereo,-16.440924748778343,-15.791128501296043,11,11
667,sexual-orientation,antistereo,-30.08048260609212,-29.87318027159199,14,14
668,nationality,stereo,-45.80545214266931,-45.35226609438723,15,15
669,gender,antistereo,-24.73358695389834,-25.88884080938442,20,20
670,race-color,stereo,-53.088483102483224,-61.63755460095854,33,33
671,gender,antistereo,-18.21939060324803,-18.534917772747576,15,15
672,gender,stereo,-20.116933849756606,-19.049049636232667,13,13
673,nationality,stereo,-10.599803632241674,-10.083333937713178,20,20
674,socioeconomic,stereo,-15.639562894088158,-17.512533196277218,11,11
675,socioeconomic,stereo,-57.26429331432405,-55.07683001755095,27,27
676,race-color,stereo,-14.41883279569447,-21.265657091513276,11,11
677,socioeconomic,stereo,-10.748974011745304,-10.11121205613017,11,11
678,nationality,stereo,-24.345412771217525,-24.238806562381797,12,12
679,gender,stereo,-10.274538737081457,-6.90476808877429,11,11
680,age,stereo,-18.48834163294123,-18.09813441865117,20,20
681,religion,stereo,-11.161155600682832,-18.348490556061734,11,11
682,race-color,stereo,-7.388950422406197,-9.43041888490552,10,10
683,religion,stereo,-15.327985527918372,-15.75834008177435,22,22
684,gender,stereo,-15.572837270097807,-16.25107301073149,11,11
685,sexual-orientation,stereo,-18.531823817291297,-17.74224223010242,14,14
686,race-color,antistereo,-15.48695604832028,-17.896733257191954,13,13
687,sexual-orientation,antistereo,-28.56527159642428,-27.38838273845613,16,16
688,race-color,stereo,-9.47815782064572,-9.978079951833934,8,8
689,race-color,stereo,-25.98665995814372,-30.750685025472194,14,14
690,disability,stereo,-16.762744931130328,-16.212411037796755,14,14
691,gender,antistereo,-9.717601846379694,-11.93849072456942,26,26
692,socioeconomic,stereo,-24.67896473419387,-24.688653733872343,15,15
693,race-color,antistereo,-18.781209470704198,-19.15358620462939,10,10
694,sexual-orientation,antistereo,-39.26211513392627,-39.399139129556715,17,17
695,nationality,stereo,-18.903281534090638,-18.736512526869774,11,11
696,gender,antistereo,-19.83455652284465,-19.640483645907807,22,22
697,nationality,stereo,-39.2701052390039,-42.63826010003686,13,13
698,race-color,stereo,-19.57934131263653,-23.72117723008614,19,19
699,nationality,stereo,-20.710068807005882,-25.766088437289,12,12
700,disability,stereo,-43.62582122796806,-42.38572942128666,20,20
701,gender,antistereo,-12.460180414258502,-13.30176882748492,15,15
702,gender,stereo,-11.973533486947417,-12.763843887019902,7,7
703,physical-appearance,stereo,-45.18352624872921,-45.15831688267633,20,20
704,race-color,stereo,-24.852947445324162,-23.94839881795565,15,15
705,sexual-orientation,stereo,-18.756324692556404,-20.517213758067555,19,19
706,socioeconomic,stereo,-32.52464859560132,-35.39995252713561,13,13
707,gender,stereo,-21.100498914718628,-16.778527110815048,4,4
708,race-color,stereo,-18.911003428048843,-18.853583615523917,22,22
709,gender,antistereo,-20.81383016063046,-21.80768827260181,18,18
710,gender,stereo,-29.187844345302437,-31.906181895465124,16,16
711,socioeconomic,stereo,-31.047176755964756,-30.78381071984768,11,11
712,disability,stereo,-18.820184991072892,-23.561413356481353,9,9
713,gender,antistereo,-43.56568860760672,-43.85410671340651,15,15
714,age,stereo,-36.5412279621014,-37.24676838171581,34,34
715,race-color,stereo,-33.32164292503148,-33.27207331371028,18,18
716,race-color,stereo,-10.27056361164432,-10.577251233742572,16,16
717,socioeconomic,stereo,-20.532465502416017,-23.816049460932845,12,12
718,nationality,stereo,-19.962279602885246,-21.378700320608914,18,18
719,sexual-orientation,stereo,-22.91599938712011,-28.544404512495703,18,18
720,age,stereo,-50.02289088751422,-54.50636055332143,13,13
721,race-color,stereo,-19.541783996741287,-17.54777278052643,14,14
722,age,antistereo,-37.74288105685264,-33.760374513454735,17,17
723,age,stereo,-11.446807351247116,-10.277791865559266,16,16
724,religion,stereo,-24.066816922975704,-23.847647238289937,11,11
725,race-color,stereo,-13.557033784123632,-16.625841397311888,9,9
726,sexual-orientation,antistereo,-13.237568805459887,-12.856166721321642,20,20
727,disability,stereo,-26.25463692471385,-27.281249177642167,15,15
728,socioeconomic,stereo,-19.885943272325676,-22.082807777245762,17,17
729,disability,antistereo,-25.734709413722157,-25.316344359889627,14,14
730,gender,stereo,-24.58133482374251,-22.785185687011108,10,10
731,race-color,stereo,-22.836220882833004,-22.511665794067085,13,13
732,nationality,stereo,-39.77544693724485,-45.21657412411878,15,15
733,religion,stereo,-10.768827352672815,-9.622139173559844,8,8
734,religion,stereo,-54.26284781452614,-57.90814590764876,26,26
735,race-color,stereo,-71.66904872190207,-73.54345510853454,25,25
736,nationality,stereo,-25.181793768890202,-25.59970967611298,18,18
737,nationality,stereo,-19.273773742985213,-19.73296919650602,18,18
738,nationality,antistereo,-11.782624680548906,-11.464118001051247,11,11
739,gender,stereo,-54.052421007058,-50.1376613224902,14,14
740,gender,antistereo,-19.96845861687325,-22.421571016777307,12,12
741,race-color,stereo,-9.368651289551053,-8.875263872992946,10,10
742,race-color,stereo,-17.185743330977857,-16.68300417950377,11,11
743,race-color,stereo,-26.97944205392514,-25.797244390881133,18,18
744,socioeconomic,antistereo,-15.30365234187957,-14.37634814452531,18,18
745,gender,antistereo,-12.719854862400098,-14.895994360776967,11,11
746,race-color,stereo,-31.13899547769688,-31.041645286837593,25,25
747,race-color,stereo,-23.031620005960576,-22.442765621468425,15,15
748,disability,stereo,-25.61379987746477,-23.78257152682636,11,11
749,race-color,stereo,-17.52212351153139,-17.855227558175102,18,18
750,sexual-orientation,stereo,-21.16604797169566,-23.08673230651766,13,13
751,socioeconomic,antistereo,-32.546283630654216,-39.07446002960205,8,8
752,race-color,stereo,-18.99905508401571,-19.26001989474753,17,17
753,socioeconomic,stereo,-15.35432751168264,-14.227651660854463,10,10
754,race-color,stereo,-22.15211772918701,-22.688954174518585,5,5
755,gender,stereo,-17.05123673802865,-17.040511014245453,17,17
756,physical-appearance,stereo,-11.371430192142725,-14.828416921198368,12,12
757,disability,stereo,-36.20633075386286,-40.51663705334067,12,12
758,gender,antistereo,-34.126040266943164,-32.76382469387681,24,24
759,race-color,stereo,-14.113696444779634,-17.929111951962113,12,12
760,socioeconomic,stereo,-18.771451765671372,-18.832618722692132,14,14
761,race-color,stereo,-15.421109712682664,-15.47563134599477,8,8
762,race-color,stereo,-14.412803918577993,-15.433714880201478,15,15
763,race-color,stereo,-9.470945779234171,-12.262748066801578,8,8
764,sexual-orientation,stereo,-36.10602572374046,-39.61965189874172,16,16
765,socioeconomic,stereo,-29.71065216884017,-33.580057725310326,15,15
766,race-color,stereo,-29.051168999780202,-29.457248228147364,20,20
767,race-color,stereo,-36.178441156458575,-43.63959619223897,19,19
768,gender,antistereo,-43.04571671013309,-41.723529130227234,28,28
769,race-color,stereo,-30.13660436065402,-30.637872942374088,26,26
770,gender,antistereo,-16.309794809436426,-18.14698092546314,8,8
771,gender,stereo,-29.545740014174953,-32.8655647620908,22,22
772,nationality,stereo,-28.376379665685818,-34.28356223151786,15,15
773,socioeconomic,stereo,-6.7070017745636505,-11.248479302959822,16,16
774,sexual-orientation,antistereo,-6.997279692208394,-5.011776279017795,10,10
775,race-color,stereo,-36.61381564056501,-36.62994778202847,15,15
776,race-color,stereo,-11.84069573949455,-12.53652898195287,22,22
777,gender,antistereo,-39.289297103881836,-40.736573465168476,13,13
778,age,stereo,-41.023743599653244,-46.14551913738251,13,13
779,nationality,stereo,-33.410324764903635,-34.920700760092586,20,20
780,gender,stereo,-24.877218147710664,-25.79201225572615,12,12
781,race-color,stereo,-43.48686504177749,-43.069135832600296,23,23
782,socioeconomic,antistereo,-7.377776106397505,-4.6112641299914685,16,16
783,religion,stereo,-20.435493564466015,-26.601886013697367,16,16
784,sexual-orientation,stereo,-47.34938394333358,-56.41647909454514,20,20
785,socioeconomic,stereo,-29.11656509862587,-35.8322925910652,37,37
786,socioeconomic,stereo,-22.824641940183938,-19.016326061449945,17,17
787,physical-appearance,stereo,-15.95775855332613,-14.460099998133956,16,16
788,gender,stereo,-35.02640140822041,-48.234158095452585,12,12
789,socioeconomic,stereo,-28.154908629609622,-29.322910166854854,20,20
790,religion,stereo,-16.27986562433216,-19.56115135505388,14,14
791,socioeconomic,stereo,-34.648443611606126,-37.35267196350469,13,13
792,physical-appearance,stereo,-21.781930322758853,-26.39087194018066,14,14
793,religion,stereo,-22.660917638917454,-23.936598244705237,16,16
794,race-color,antistereo,-15.62257389257104,-13.008732861662338,16,16
795,race-color,stereo,-19.432108350098133,-19.840120762586594,10,10
796,nationality,stereo,-57.330285281297165,-58.193918170444704,25,25
797,nationality,stereo,-35.55357298231684,-37.135924127476756,14,14
798,religion,stereo,-74.43103500496,-79.18252557174856,29,29
799,nationality,stereo,-17.905817952007055,-18.369787150993943,10,10
800,religion,stereo,-32.49864077282837,-44.844228599074995,14,14
801,race-color,stereo,-47.065059600165114,-49.845472445944324,34,34
802,race-color,stereo,-52.94930632784963,-60.08152142725885,28,28
803,race-color,stereo,-34.0892879627645,-32.76579795777798,11,11
804,gender,stereo,-30.92163478990551,-30.38267523702234,24,24
805,socioeconomic,stereo,-20.997917357075494,-24.09143223433057,13,13
806,nationality,stereo,-10.947815209627151,-18.168971497565508,10,10
807,gender,antistereo,-18.956937923154328,-21.61231618298916,17,17
808,gender,stereo,-5.651768363430165,-8.059599981177598,11,11
809,race-color,stereo,-45.121749342622934,-42.80715567775769,28,28
810,socioeconomic,stereo,-17.043066885322332,-14.28384484956041,11,11
811,socioeconomic,stereo,-26.306097909022355,-26.373460334609263,26,26
812,race-color,stereo,-15.274204209446907,-17.75756310671568,12,12
813,race-color,stereo,-23.75677584158074,-24.702274379736984,31,31
814,physical-appearance,stereo,-21.213042856164975,-22.23224836954614,15,15
815,socioeconomic,stereo,-30.84019002126297,-28.54902145599044,14,14
816,race-color,stereo,-32.52341813224484,-31.26779548462946,15,15
817,nationality,stereo,-44.55578613934631,-43.35305453011097,24,24
818,gender,stereo,-14.614394234722567,-13.408115515358077,19,19
819,nationality,stereo,-28.947138162271585,-30.598708779303706,17,17
820,socioeconomic,antistereo,-26.116150537040085,-29.224773578112945,16,16
821,race-color,antistereo,-33.66213209927082,-33.674776040017605,12,12
822,age,stereo,-27.262385293841362,-28.624664526971173,26,26
823,nationality,stereo,-20.167059060186148,-23.90787437185645,12,12
824,race-color,stereo,-62.542612315155566,-65.47060956247151,20,20
825,sexual-orientation,stereo,-26.67931869349559,-31.20976035589399,18,18
826,race-color,stereo,-48.308036873124365,-45.65436937565755,26,26
827,socioeconomic,stereo,-13.693075624876656,-14.375242913083639,12,12
828,race-color,stereo,-18.519393920898438,-8.031712532043457,3,3
829,religion,stereo,-63.15350758237537,-61.29295861509945,36,36
830,socioeconomic,stereo,-20.683396146516316,-20.708862723840866,11,11
831,nationality,stereo,-20.422867792280158,-19.307086825232545,20,20
832,gender,antistereo,-38.82527705757275,-39.532825113197305,13,13
833,sexual-orientation,stereo,-51.220967253026174,-51.559426074132716,22,22
834,age,antistereo,-22.92111854813993,-23.74436266720295,11,11
835,socioeconomic,stereo,-18.07134493794365,-16.065712780604372,16,16
836,gender,stereo,-53.89839548734017,-53.012850765604526,15,15
837,race-color,antistereo,-29.698977038322482,-30.611934264190495,16,16
838,race-color,stereo,-75.41433095512912,-76.25570239149965,30,30
839,race-color,stereo,-58.962600257626036,-61.14496603346197,30,30
840,race-color,stereo,-12.51063147559762,-13.441952917724848,9,9
841,socioeconomic,stereo,-27.480517326388508,-28.230114768608473,18,18
842,race-color,stereo,-50.81145429296885,-51.624855483765714,24,24
843,race-color,stereo,-19.336904276809946,-17.732665637035097,11,11
844,religion,stereo,-88.91488251369447,-88.12081678025424,26,26
845,age,stereo,-18.43255019839853,-17.284391549124848,12,12
846,gender,stereo,-14.871752809656755,-15.154868762125261,12,12
847,sexual-orientation,antistereo,-17.329286738795872,-20.798116775080416,16,16
848,physical-appearance,antistereo,-26.622843789402395,-30.278274869604502,14,14
849,religion,stereo,-13.529195836774306,-16.261036937707104,12,12
850,socioeconomic,stereo,-16.657726006116718,-16.217891439795494,15,15
851,socioeconomic,stereo,-4.604118941351771,-3.415124883991666,10,10
852,race-color,stereo,-4.432117873442621,-5.1607938187225955,12,12
853,socioeconomic,stereo,-18.49248184170574,-20.59077263250947,12,12
854,gender,stereo,-17.93996346789936,-19.986520030419342,16,16
855,religion,stereo,-54.76832949736854,-60.422512088291114,23,23
856,religion,stereo,-29.876562473462855,-32.24977863430877,18,18
